p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
4155	6.3356819925255e-19	0.502845282553896	0.909	0.556	9.40316250894975e-18	3	DYNLL1
4156	7.14106056651536e-19	-0.406208619327974	0.976	0.982	1.05643208574238e-17	3	RPL37A
4157	7.77330106617486e-19	0.429907437788678	0.951	0.774	1.14627061653561e-17	3	CD44
4158	7.81788616501048e-19	0.387651554671183	0.445	0.131	1.15161225829614e-17	3	FAM110A
4159	1.09814723723958e-18	0.27405935940964	0.793	0.353	1.60220147229881e-17	3	PRKAR1A
4160	1.48041519031998e-18	0.351691863210701	0.951	0.762	2.13953393665027e-17	3	PCBP1
4161	1.57886065032339e-18	0.365260148638635	0.909	0.534	2.27464934486444e-17	3	GNB2
4162	1.62591086418106e-18	0.340004305532448	0.841	0.429	2.33998645061293e-17	3	PSMA4
4163	1.66164181016446e-18	0.298041685825749	0.75	0.321	2.38891363793269e-17	3	GLIPR2
4164	1.83572735830705e-18	0.549439510193261	0.427	0.124	2.63052380802943e-17	3	TUBA1C
4165	1.85368675182085e-18	0.293345541679264	0.774	0.336	2.65117628585966e-17	3	MED13L
4166	1.98964213628186e-18	-0.712868805723942	0.159	0.487	2.83972447077825e-17	3	STK17A
4167	2.06289908843526e-18	0.303729437013049	0.811	0.377	2.94123283074729e-17	3	OS9
4168	2.17949241318958e-18	-0.466579691987321	0.945	0.966	3.10425532645916e-17	3	RPL38
4169	2.20728290198958e-18	-1.2907827218989	0.006	0.349	3.14058960837836e-17	3	TRBC1
4170	2.8258326532653e-18	-0.310884306490185	0.988	0.978	3.99181468035107e-17	3	RPS7
4171	3.3679775757967e-18	0.322227591142075	0.482	0.158	4.74306289892106e-17	3	SOX4
4172	3.59077488831463e-18	-0.443814727278413	0.963	0.937	5.04650434048545e-17	3	RPL36AL
4173	3.74569769985011e-18	0.295314579470003	0.421	0.126	5.25351267006472e-17	3	IFITM3
4174	4.07253104179128e-18	0.275422052094195	0.744	0.308	5.70610071603166e-17	3	SPG21
4175	4.40219573994564e-18	0.331065772643724	0.957	0.825	6.14923346108228e-17	3	SERP1
4176	5.08817562026586e-18	-0.79067424235352	0.268	0.532	7.07873159776987e-17	3	CLEC2D
4177	5.15114876554219e-18	0.266150257283173	0.732	0.305	7.14469002495595e-17	3	PARVG
4178	5.17500237139165e-18	0.448072403404746	0.5	0.16	7.17055409066169e-17	3	PARVB
4179	5.63818316388412e-18	-0.411596178824003	0.97	0.975	7.77324291453213e-17	3	RPL12
4180	5.84874430710977e-18	0.288409291770434	0.646	0.259	8.05547553418229e-17	3	MID1IP1
4181	5.91012678415046e-18	-0.452366746356428	0.957	0.974	8.13188573407636e-17	3	RPL13A
4182	5.93279439683475e-18	0.351279353834217	0.494	0.161	8.15492786702645e-17	3	CARD19
4183	7.95435293878207e-18	-0.416873058279622	0.963	0.983	1.08042705153694e-16	3	RPS23
4184	7.99334197846443e-18	0.307664577528715	0.183	0.026	1.08465319280188e-16	3	GAS2L1
4185	9.53757660664849e-18	0.282072768630722	0.707	0.29	1.29038352262642e-16	3	RNF13
4186	9.69144496722684e-18	0.400833001144041	0.866	0.49	1.30863011307466e-16	3	METTL9
4187	9.79584071861129e-18	-0.327053955943264	1	0.999	1.32143108929905e-16	3	MT-CYB
4188	1.16120903782159e-17	0.271714168744716	0.774	0.339	1.56181121021828e-16	3	OSBPL8
4189	1.23955677227415e-17	0.303015411169257	0.75	0.311	1.66235787970125e-16	3	MAP2K3
4190	1.26767477585993e-17	0.300541193352496	0.744	0.328	1.6934708717671e-16	3	TRIM8
4191	1.43093610441526e-17	0.276161057807512	0.348	0.092	1.90418192909289e-16	3	CXCL8
4192	1.60232799804779e-17	0.363030662310761	0.896	0.538	2.12814498718536e-16	3	RNH1
4193	2.06634912580463e-17	-0.62558016556658	0.152	0.464	2.71822602767022e-16	3	TSTD1
4194	3.73753875889627e-17	0.44929164073324	0.896	0.665	4.8563322005923e-16	3	ZFP36L1
4195	3.74982876719573e-17	0.321825929370508	0.896	0.451	4.86054329812812e-16	3	IL10RA
4196	3.75136682343004e-17	-0.598928096969374	0.012	0.339	4.86054329812812e-16	3	SKAP1
4197	4.01623399572655e-17	0.44293518149012	0.671	0.261	5.1842165719908e-16	3	ILK
4198	4.0983186511435e-17	0.335167350951405	0.866	0.478	5.28521936162916e-16	3	ENY2
4199	4.2936293815472e-17	0.268070565156699	0.622	0.234	5.51643260000463e-16	3	RIOK3
4200	5.67193256557058e-17	0.358091419462041	0.646	0.253	7.2132527447464e-16	3	ETFA
4201	5.79510485019622e-17	0.294494633282401	0.811	0.37	7.35631143794955e-16	3	RAB5IF
4202	6.02198489291131e-17	0.363763162748119	0.896	0.514	7.6232351038665e-16	3	RAP1A
4203	8.15017873865355e-17	0.266809927490597	0.689	0.276	1.02326719933888e-15	3	CALCOCO2
4204	8.19463324142861e-17	0.338254874468777	0.89	0.497	1.0269761932138e-15	3	CAPZA1
4205	8.52104172254622e-17	0.286648345971585	0.738	0.322	1.06594284872506e-15	3	TMEM167A
4206	8.89287238611889e-17	0.358975070055538	0.89	0.5	1.10943416099652e-15	3	WASF2
4207	1.00654189012621e-16	0.335686265362095	0.909	0.638	1.25118244158017e-15	3	COX7B
4208	1.11889937663483e-16	0.25565379014736	0.744	0.323	1.38460027981954e-15	3	HADHB
4209	1.12299093186518e-16	0.39590545748746	0.921	0.646	1.38841598784372e-15	3	EVI2B
4210	1.21553672000796e-16	0.286932173675669	0.738	0.331	1.50014222622488e-15	3	VDAC1
4211	1.22013341983111e-16	-0.358294288618933	0.988	0.991	1.50446710755003e-15	3	RPLP1
4212	1.22657250338142e-16	0.344127591126152	0.72	0.328	1.5110539435664e-15	3	CHMP1B
4213	1.52919459888787e-16	-0.678256310536633	0.006	0.323	1.87214197426512e-15	3	SYNE2
4214	1.58622209901521e-16	-0.44955253857284	0.976	0.984	1.94023418914179e-15	3	RPL18A
4215	1.60154354245953e-16	0.319476465330044	0.878	0.482	1.95550170304035e-15	3	GNB1
4216	2.00290329808447e-16	-0.496857062604419	0.896	0.947	2.43477379739782e-15	3	KLF2
4217	2.0990062247353e-16	0.355539916802751	0.915	0.602	2.54486027581684e-15	3	GDI2
4218	2.37916503630156e-16	0.298505785785148	0.988	0.945	2.8744070214896e-15	3	CFL1
4219	2.55738104178835e-16	0.31688879464562	0.945	0.831	3.07891687836984e-15	3	YWHAB
4220	2.72311029323747e-16	0.262903919386318	0.695	0.306	3.27272234456891e-15	3	CNDP2
4221	2.88661370656843e-16	0.353158825013867	0.866	0.465	3.46318210632117e-15	3	MIDN
4222	3.1847628810557e-16	0.292617180312175	0.701	0.3	3.8076162465955e-15	3	HDGF
4223	3.35447883182869e-16	0.254719621613157	0.659	0.263	4.00010709530532e-15	3	CMTM3
4224	3.36322511399315e-16	0.258863006358078	0.36	0.106	4.00706743036572e-15	3	ALDH1A1
4225	3.78200020628431e-16	0.615035349709917	0.323	0.087	4.48274430646762e-15	3	MAP3K7CL
4226	4.08716990145313e-16	-0.525638364245546	0.061	0.371	4.83198206461064e-15	3	OCIAD2
4227	4.24868121039017e-16	0.382090247380604	0.957	0.719	5.01861803693857e-15	3	LRRFIP1
4228	4.56631953660563e-16	0.333814212293558	0.756	0.324	5.37997596045075e-15	3	SNAP23
4229	4.58608090949589e-16	0.284568366775913	0.695	0.292	5.39864037320401e-15	3	ASAP1
4230	5.39582674884333e-16	0.259962101216966	0.726	0.313	6.31408001799653e-15	3	TXNDC17
4231	5.7435210971325e-16	1.80929227547665	0.152	0.02	6.69818086967028e-15	3	PF4
4232	5.95078560269052e-16	-1.04201287033775	0.152	0.44	6.92231166434599e-15	3	CD7
4233	6.021020009082e-16	-0.593736044541407	0.006	0.311	6.99810199030265e-15	3	IKZF3
4234	6.77669814783916e-16	0.318479866323123	0.707	0.318	7.85652050422465e-15	3	LAMTOR2
4235	6.98084568743778e-16	0.312461707995896	0.683	0.294	8.08639088755934e-15	3	SOD2
4236	7.15063083018313e-16	0.28835344941016	0.768	0.348	8.27610406925313e-15	3	VPS35
4237	7.16394562158962e-16	0.364495231369838	0.902	0.526	8.28455273267455e-15	3	ATP5F1C
4238	7.64892222017854e-16	0.386810459205839	0.982	0.948	8.81578290698904e-15	3	MYL6
4239	9.13516082875503e-16	-0.60636855323365	0.006	0.308	1.04587340061881e-14	3	CD6
4240	1.05569731079895e-15	-0.628466030474737	0.006	0.307	1.2026566634933e-14	3	ZAP70
4241	1.09249524145059e-15	0.459987642988837	0.689	0.36	1.24149644888605e-14	3	NR4A2
4242	1.22481268216865e-15	0.334642537843945	0.915	0.599	1.38386752022221e-14	3	MTDH
4243	1.41492962414373e-15	0.25533843876107	0.695	0.298	1.59084291537401e-14	3	RASSF3
4244	1.43281628826059e-15	0.306709329119497	0.854	0.507	1.60701781255807e-14	3	RAB7A
4245	1.6021207570597e-15	-0.638269870662715	0.018	0.32	1.78816930202458e-14	3	PRKCQ-AS1
4246	1.77123079843031e-15	-0.70909865082027	0.018	0.317	1.97531674386888e-14	3	RORA
4247	1.9636034792074e-15	-0.368526289804529	0.957	0.964	2.17926758413565e-14	3	RPL35
4248	2.33538326011854e-15	0.253412263906288	0.567	0.219	2.57940927358562e-14	3	LAIR1
4249	2.35747880386636e-15	0.318476015484843	0.854	0.454	2.60172720878616e-14	3	UBE2R2
4250	2.4682833237542e-15	-0.610666606013216	0.262	0.514	2.71747931399413e-14	3	LINC-PINT
4251	2.74058667748041e-15	0.259859689663183	0.835	0.385	3.00526276345045e-14	3	HM13
4252	2.74604091758597e-15	0.303987306463738	0.933	0.696	3.00884817485375e-14	3	BRK1
4253	2.78044913618459e-15	0.344563493795691	0.829	0.454	3.04170976589916e-14	3	ITGA4
4254	3.29478004487862e-15	-0.545673557372068	0.006	0.299	3.58161054128755e-14	3	LINC00861
4255	3.39161162183225e-15	0.604581480679006	0.787	0.392	3.68396426399808e-14	3	TPM4
4256	3.82872392069074e-15	0.306700707705136	0.939	0.626	4.14567724525736e-14	3	HCLS1
4257	3.92604422205802e-15	0.297683550711321	0.872	0.481	4.23772782683426e-14	3	GRB2
4258	4.09438757318089e-15	0.335038468790442	0.963	0.783	4.41251956536935e-14	3	UQCRH
4259	4.10154510156728e-15	0.411375871207532	0.634	0.259	4.41677722313418e-14	3	HLA-DQA1
4260	4.46207817085833e-15	-0.315960936623699	0.963	0.979	4.79003917749274e-14	3	RPL24
4261	4.93311739504909e-15	-0.354015398355799	0.963	0.987	5.29157522445569e-14	3	RPS2
4262	5.38891667294961e-15	-0.649880206789021	0.323	0.547	5.7625426503521e-14	3	IL2RG
4263	7.6571631011598e-15	-0.599582759160624	0.604	0.722	8.09379181828656e-14	3	C12orf57
4264	8.45442748632062e-15	0.26740518545098	0.811	0.407	8.9159900282614e-14	3	PAK2
4265	9.30215933253731e-15	0.282803171329645	0.878	0.469	9.78752028166817e-14	3	RAB5C
4266	1.07407435026472e-14	0.313841556730801	0.89	0.541	1.12410532113951e-13	3	POMP
4267	1.09308426810082e-14	0.465614420221816	0.86	0.549	1.14226476665801e-13	3	NFKBIA
4268	1.3986993860249e-14	0.252812201784078	0.732	0.329	1.4506239942561e-13	3	MAP3K1
4269	1.42884122907915e-14	0.26602483548646	0.787	0.389	1.47743470331135e-13	3	ADPGK
4270	1.44532926485872e-14	-0.253910779845671	0.982	0.979	1.49224287592947e-13	3	HLA-E
4271	1.5471530690736e-14	-1.14489595164348	0.049	0.339	1.59498048056517e-13	3	CTSW
4272	1.69224801108887e-14	-0.5529996882872	0.14	0.416	1.74065211775407e-13	3	SEPTIN1
4273	1.72039951333413e-14	0.529074551379628	0.738	0.348	1.76828824605604e-13	3	LIMS1
4274	2.19595610893363e-14	0.388435386473421	0.348	0.105	2.23539567541336e-13	3	PGRMC1
4275	2.22546008533984e-14	-0.706962453925331	0.098	0.381	2.26375640734015e-13	3	CD2
4276	2.29164787347295e-14	0.377849280615742	0.25	0.06	2.32936281633527e-13	3	TPM1
4277	2.56469197004881e-14	0.311120616630864	0.902	0.667	2.59731636055017e-13	3	ATP5MC3
4278	2.84663234203846e-14	-0.407143568066523	0.97	0.984	2.87228331479089e-13	3	RPS8
4279	3.09078868182451e-14	0.296806663321948	0.762	0.376	3.11635669947064e-13	3	ACAP2
4280	3.11503429803652e-14	0.300661338505835	0.774	0.402	3.13850529530776e-13	3	ARID1A
4281	4.18340038790205e-14	0.543863896614887	0.677	0.298	4.18431180410857e-13	3	YWHAH
4282	4.99036560374746e-14	-0.293682375277375	0.97	0.981	4.95904079800965e-13	3	RPL8
4283	5.59494221432532e-14	-0.432229452517167	0.957	0.978	5.5398374635444e-13	3	RPS6
4284	6.27499099650748e-14	0.280635662879316	0.945	0.634	6.19981714454071e-13	3	PRKCB
4285	6.85419046174222e-14	0.26934684950086	0.823	0.411	6.75270137550612e-13	3	HEBP2
4286	6.96958695328963e-14	0.300398811574793	0.921	0.593	6.85658007911844e-13	3	RNASET2
4287	7.51646418431e-14	0.269991718560616	0.61	0.264	7.37877841842492e-13	3	OTUD1
4288	8.63553805435191e-14	0.39808332915676	0.829	0.442	8.41140492380402e-13	3	TLN1
4289	9.0716819517926e-14	0.33556311600693	0.579	0.233	8.82998413583317e-13	3	LYL1
4290	9.68536032276256e-14	-0.46452923242987	0.86	0.837	9.40073768325643e-13	3	EIF4A2
4291	1.14059407398746e-13	-0.585028885797297	0.348	0.542	1.0993283541658e-12	3	GYPC
4292	1.20679719140878e-13	-0.468432222731146	0	0.265	1.15746641485189e-12	3	RASGRP1
4293	1.20679719140878e-13	-0.566483795449748	0	0.265	1.15746641485189e-12	3	CCR7
4294	1.35861058416835e-13	0.288422052650859	0.756	0.389	1.29855264231441e-12	3	ADGRE5
4295	1.37681351023246e-13	-0.565407546359728	0	0.264	1.3132169305008e-12	3	AQP3
4296	1.65216566110108e-13	0.331274588395474	0.951	0.703	1.56608930835135e-12	3	PTP4A2
4297	1.70528706143947e-13	-0.344735350270503	0.97	0.975	1.61533140971154e-12	3	RPL9
4298	1.89468352206962e-13	0.296691600256195	0.604	0.269	1.78858643930534e-12	3	ADI1
4299	1.92243641386207e-13	0.427312881914074	0.976	0.73	1.81230093963876e-12	3	NAP1L1
4300	2.23821813235118e-13	0.301525442055918	0.921	0.762	2.10136184982091e-12	3	EIF3L
4301	2.32376475205489e-13	0.254941731888038	0.616	0.255	2.17279103394787e-12	3	RAB4A
4302	2.3680102014778e-13	0.285931586177245	0.848	0.507	2.21265973574992e-12	3	HADHA
4303	2.54213453902316e-13	-0.428106365377241	0.823	0.816	2.36413362633126e-12	3	VAMP2
4304	3.29694052766221e-13	0.497662585571736	0.47	0.179	3.02523396985287e-12	3	MARCHF2
4305	3.45880385260561e-13	0.267593242395514	0.805	0.419	3.16953462820606e-12	3	TXN
4306	3.53568816103577e-13	0.408632310377913	0.963	0.756	3.23353473054088e-12	3	GPX4
4307	3.80951717222385e-13	0.271503226738545	0.317	0.099	3.47243415043276e-12	3	CCL3
4308	5.07984544709388e-13	0.289449510652541	0.902	0.585	4.58184095237878e-12	3	PSMB3
4309	5.44080743311803e-13	0.28845704382708	0.902	0.597	4.87866150887596e-12	3	NOP10
4310	5.80625702189344e-13	0.424704006773224	0.951	0.705	5.17937681104523e-12	3	ARF1
4311	6.06211512041981e-13	0.324967736128521	0.878	0.495	5.39015568454112e-12	3	SQSTM1
4312	6.59855081464661e-13	0.260249631641244	0.829	0.461	5.8444913421304e-12	3	OXA1L
4313	1.06831683061363e-12	0.274021192306066	0.939	0.651	9.28323514702933e-12	3	COX8A
4314	1.21631110448975e-12	-0.620950425961511	0.189	0.423	1.05095689097474e-11	3	PIK3IP1
4315	1.31695699572348e-12	0.281533311228767	0.945	0.781	1.13578263632432e-11	3	SLC25A3
4316	1.35612130099854e-12	0.772203495552319	0.11	0.013	1.16809622755803e-11	3	ACRBP
4317	1.49932670896012e-12	-0.524788734202599	0.134	0.4	1.28661848987587e-11	3	SLC38A1
4318	1.6024501981653e-12	0.418863647025907	0.116	0.015	1.37169338591241e-11	3	SPARC
4319	1.67416766173645e-12	-0.529934762048065	0.018	0.268	1.42864381692045e-11	3	ITM2A
4320	1.7741577604742e-12	0.305275420925686	0.976	0.757	1.50929430728914e-11	3	CLIC1
4321	1.82832442127584e-12	0.278872547654736	0.994	0.967	1.55249767288731e-11	3	ACTG1
4322	2.10333214773409e-12	0.273652114616454	0.817	0.462	1.77073310945853e-11	3	WAS
4323	2.20771580409586e-12	-0.470410996933265	0.909	0.888	1.8574752455597e-11	3	NPM1
4324	2.27586160206331e-12	-0.442249024310038	0.945	0.949	1.91130742958646e-11	3	EEF1B2
4325	2.39403495917551e-12	0.259791721004746	0.744	0.374	2.00810252696251e-11	3	PABPC4
4326	2.5537852674622e-12	0.508657258637044	0.726	0.356	2.13689456189288e-11	3	CTSA
4327	2.66423658369131e-12	0.267085226857073	0.86	0.491	2.22660985844541e-11	3	REEP5
4328	2.73561481605916e-12	-0.253568988930861	1	1	2.28349229464138e-11	3	MT-ND4
4329	3.42418053603495e-12	0.263253294589941	0.841	0.499	2.82910848967062e-11	3	M6PR
4330	3.62123337180112e-12	0.278806613362184	0.915	0.622	2.98654175028843e-11	3	SFPQ
4331	4.56822740320237e-12	-0.776111338088643	0.762	0.733	3.72517442417444e-11	3	LDHB
4332	5.19226969885312e-12	0.261998250066059	0.805	0.443	4.21160957375171e-11	3	ATF4
4333	6.08215566685179e-12	0.276644917871113	0.701	0.359	4.89880292395028e-11	3	SYNCRIP
4334	7.32954744870761e-12	0.261846526933838	0.671	0.317	5.85556015145301e-11	3	ATP2B1
4335	8.37566092982315e-12	0.271097121189943	0.896	0.62	6.64504481488792e-11	3	ATP5F1A
4336	1.01202167391678e-11	0.509441563584747	0.848	0.509	7.98314691572496e-11	3	FERMT3
4337	1.03495365389988e-11	-0.25523123577976	0.976	0.977	8.14538095723604e-11	3	RPS9
4338	1.18709906906424e-11	0.250572821455919	0.829	0.421	9.27391689065334e-11	3	NDUFAB1
4339	1.20780306842663e-11	-0.351451525143635	0.933	0.933	9.43031273324264e-11	3	RPS4Y1
4340	1.35577498143314e-11	0.252219547428199	0.945	0.805	1.05200500390302e-10	3	RBM3
4341	1.43014382725518e-11	0.325076862123779	0.756	0.4	1.10473196482252e-10	3	UTRN
4342	1.66804702921869e-11	-0.401668185307822	0.03	0.265	1.27704345377593e-10	3	FAM102A
4343	2.12200290997144e-11	0.265710971993779	0.89	0.58	1.60408046536974e-10	3	PRDX1
4344	2.58729898551933e-11	-0.482918959454492	0.006	0.234	1.94407359124701e-10	3	SAMD3
4345	2.92729908132274e-11	-0.639750909449077	0.47	0.588	2.18524066379719e-10	3	CD81
4346	3.7785832130243e-11	0.327056182676545	0.189	0.046	2.79647644239568e-10	3	CA2
4347	3.94271740240175e-11	-0.416417554020603	0.89	0.88	2.91169151652972e-10	3	PNISR
4348	3.96176805664437e-11	-0.476758739717347	0.024	0.251	2.92262621554166e-10	3	TRABD2A
4349	4.17298380341862e-11	-0.458579017427998	0	0.219	3.06694268540473e-10	3	LEF1
4350	4.23408491308573e-11	0.351118775533953	0.409	0.155	3.10687541331538e-10	3	AC127502.2
4351	4.37067546664345e-11	0.25408929076476	0.909	0.561	3.20028246688359e-10	3	ARPC4
4352	4.5412899052947e-11	-0.533953928297939	0.463	0.584	3.31815309631957e-10	3	SEPTIN6
4353	4.73964349561925e-11	-0.282700943694024	0.988	0.994	3.45941228750207e-10	3	EEF1A1
4354	4.95075079989108e-11	0.265547484455583	0.909	0.69	3.6020438862599e-10	3	CSDE1
4355	5.24852100953272e-11	0.258540610144723	0.86	0.533	3.80863434479948e-10	3	SMAP2
4356	5.36365314784613e-11	-0.384618117181977	0.915	0.883	3.89013137468587e-10	3	CIRBP
4357	7.19528599680102e-11	0.321036501129334	0.945	0.627	5.16149343926773e-10	3	SNX3
4358	7.70209605643874e-11	0.344836326089298	0.939	0.798	5.50212494737192e-10	3	HNRNPU
4359	8.64319291817627e-11	0.254459502729025	0.512	0.215	6.15207731586779e-10	3	EIF2AK1
4360	8.67106735017505e-11	-0.390298105427809	0.018	0.243	6.16554520464435e-10	3	TC2N
4361	1.13058613890834e-10	-0.435293768442918	0.939	0.881	7.93657639713792e-10	3	SARAF
4362	1.23603864747986e-10	0.278940896381999	0.787	0.435	8.65038632710371e-10	3	STMP1
4363	1.38474276256134e-10	-0.369030875814856	0.018	0.234	9.6177821829336e-10	3	SIT1
4364	1.75950474769992e-10	0.293227717568961	0.945	0.762	1.20866129127536e-09	3	CCNL1
4365	1.7640183948786e-10	-0.7424109220063	0.335	0.516	1.2111577942504e-09	3	ARL4C
4366	1.79983100070287e-10	0.576686812280801	0.915	0.677	1.23328718272043e-09	3	TAGLN2
4367	1.95509304619943e-10	-0.824066805631241	0.018	0.231	1.33701571625147e-09	3	HOPX
4368	2.04037674716628e-10	-0.632662942000944	0.372	0.513	1.38913044679788e-09	3	PLAAT4
4369	2.20502039697724e-10	-0.409011369655692	0.043	0.259	1.49457411060864e-09	3	OPTN
4370	2.45724654264913e-10	0.264281973374879	0.988	0.862	1.65900277607385e-09	3	CDC42
4371	2.51253908030943e-10	-0.462747588044699	0.165	0.378	1.69467192718422e-09	3	CYFIP2
4372	2.56063869230608e-10	-0.355997195910481	0	0.204	1.72626905086303e-09	3	CAMK4
4373	2.64491948016672e-10	-0.37052601449681	0.018	0.229	1.77960312654305e-09	3	LY9
4374	2.65915569081791e-10	0.252493011064036	0.921	0.644	1.78656347949439e-09	3	EIF2S3
4375	3.00665677241712e-10	-0.505118301820934	0.409	0.534	2.00633157589637e-09	3	FAM107B
4376	3.12894878610273e-10	-0.417757034228544	0.006	0.211	2.08087936412327e-09	3	TXK
4377	3.14406506625542e-10	-0.381789298889872	0.006	0.211	2.087907818589e-09	3	ITK
4378	3.29056527393975e-10	-0.498553128806552	0.146	0.358	2.18098919720751e-09	3	PBXIP1
4379	3.41225271855292e-10	-0.401610612912477	0.043	0.262	2.25838331055403e-09	3	AC058791.1
4380	3.97653574253103e-10	-0.375293259610495	0.006	0.209	2.6092818857494e-09	3	CD96
4381	4.1490097405604e-10	-0.522038024345588	0.323	0.479	2.71727585148542e-09	3	GCC2
4382	4.18834402307021e-10	-0.455512914976357	0.104	0.318	2.74043050972665e-09	3	PTPN4
4383	4.53954831800597e-10	0.254997836483458	0.915	0.618	2.95478256067562e-09	3	SRSF9
4384	4.78090901387563e-10	-0.331183933502715	0.012	0.216	3.1089452241789e-09	3	BEX2
4385	5.04409994756715e-10	0.261769763034765	0.47	0.221	3.27236875072267e-09	3	NR4A1
4386	5.18179853104647e-10	-0.332192396208178	0.915	0.908	3.36011822825344e-09	3	HINT1
4387	5.22720765199552e-10	-0.392068461349305	0	0.198	3.38796851722044e-09	3	MAL
4388	6.24793316556161e-10	-0.359156308042537	0.884	0.863	4.00991535364772e-09	3	RAC2
4389	6.70696722428211e-10	0.26469141035327	0.994	0.966	4.28853572794975e-09	3	SERF2
4390	7.86283122595898e-10	-1.38870050588812	0.03	0.235	4.98136037144126e-09	3	KLRB1
4391	1.02423180188012e-09	-0.400482627891752	0.817	0.741	6.40342469691097e-09	3	ANAPC16
4392	1.05988647908805e-09	-0.3322658576235	0	0.192	6.62332870983654e-09	3	CD5
4393	1.06268813515784e-09	-1.26101698071565	0.024	0.225	6.63782480069339e-09	3	GZMA
4394	1.24795206249401e-09	-0.343757741356341	0.854	0.847	7.73887607236831e-09	3	SF1
4395	1.37540403447929e-09	-0.457445783969611	0.079	0.284	8.49862708249583e-09	3	PRKCH
4396	1.56362576221073e-09	2.8618718662902	0.146	0.034	9.60562784251934e-09	3	PPBP
4397	1.58724400672428e-09	-0.878370494909662	0.006	0.2	9.74202838886523e-09	3	PRF1
4398	1.65329288278711e-09	-0.340188352889059	0.006	0.198	1.01203568331675e-08	3	SCML4
4399	1.68872505212407e-09	-0.371455207932972	0.006	0.197	1.03234843066599e-08	3	TNFRSF25
4400	1.77071465701726e-09	-1.16249697729954	0.012	0.205	1.08055174883025e-08	3	MS4A1
4401	2.34891366054549e-09	0.302209281033055	0.988	0.91	1.40842785575503e-08	3	ITM2B
4402	2.43061736890046e-09	-0.535980652095784	0.409	0.533	1.45299014851849e-08	3	AAK1
4403	2.67504618065042e-09	-0.52492975345339	0.72	0.712	1.59013427044015e-08	3	FOXP1
4404	2.70309495849159e-09	-0.331820746063744	0.006	0.193	1.60611418737294e-08	3	TRAT1
4405	2.71569731564571e-09	0.265452362397437	0.512	0.26	1.61151655012444e-08	3	AC103591.3
4406	2.93493049316711e-09	-0.424074084919124	0.811	0.761	1.73265313683629e-08	3	TRAF3IP3
4407	3.35547089188525e-09	0.281428460039586	0.945	0.911	1.96742871834549e-08	3	FOSB
4408	3.64873710656591e-09	-0.732880606754792	0.506	0.551	2.13031183419806e-08	3	NOSIP
4409	3.84604070205623e-09	-0.33104670350618	0.006	0.19	2.24170624584936e-08	3	SH2D1A
4410	4.87502652399538e-09	-0.708520226631886	0.043	0.235	2.81643206019247e-08	3	KLRG1
4411	5.3393059297273e-09	-0.492407982945578	0.152	0.347	3.06026885435431e-08	3	PPM1K
4412	5.57077619539416e-09	-0.344346991971735	0.024	0.212	3.18498549353108e-08	3	OXNAD1
4413	5.97594143139042e-09	-0.325846721313062	0.921	0.901	3.39829237549712e-08	3	RPL31
4414	7.57741993756369e-09	-0.309359506779521	0	0.175	4.25280378158373e-08	3	RIC3
4415	8.43766040010257e-09	0.258138485338442	0.921	0.699	4.71065653387161e-08	3	EIF4G2
4416	8.64004945050086e-09	-0.707647067762297	0.006	0.183	4.81778951747969e-08	3	LINC00926
4417	9.76235270722321e-09	-1.46985663871772	0.024	0.207	5.40856330798815e-08	3	CD79A
4418	9.79325427591691e-09	-0.343138198093427	0.006	0.182	5.42132199124612e-08	3	GATA3
4419	9.79872452662677e-09	0.252648334574805	0.927	0.602	5.42217086802855e-08	3	RBX1
4420	1.07382673151275e-08	0.499952443734102	0.128	0.03	5.90883562649827e-08	3	LMNA
4421	1.09012392526562e-08	-0.361750285529032	0.012	0.19	5.99133153339323e-08	3	PRR5
4422	1.09660151088637e-08	-0.308723525345194	0.939	0.919	6.0195487708603e-08	3	MT-ND4L
4423	1.24577631061863e-08	-0.34507522757198	0.006	0.182	6.77114330155896e-08	3	PYHIN1
4424	1.38906871576716e-08	-0.35860690693507	0.037	0.22	7.50849427875241e-08	3	TRAF5
4425	1.44170581917408e-08	-0.44315016120819	0.305	0.453	7.77775724539156e-08	3	ARHGAP15
4426	1.44502395150673e-08	-0.44679492728748	0.665	0.655	7.79260567114418e-08	3	SUN2
4427	1.66174433924146e-08	-0.347790549845523	0.037	0.224	8.90552715345236e-08	3	STMN3
4428	1.69401522399044e-08	-0.298620368273462	0.945	0.929	9.06436351205141e-08	3	RPS20
4429	1.86301387486251e-08	-0.496245887496266	0.652	0.647	9.93006582758569e-08	3	ATM
4430	2.43855778326581e-08	-0.367992203665717	0.03	0.208	1.27752972038494e-07	3	TPD52
4431	2.75057441845196e-08	-0.376740419932285	0.829	0.762	1.42903287307955e-07	3	STK4
4432	2.83075072360372e-08	-0.380897212408262	0.896	0.872	1.46791904051935e-07	3	LIMD2
4433	2.96236776230907e-08	-0.371916005152928	0.957	0.891	1.52983469029932e-07	3	CALM1
4434	3.06357572897261e-08	-0.30560722274314	0.012	0.181	1.57854951422147e-07	3	BCAS4
4435	3.08301519937939e-08	-0.296913060409016	0.006	0.172	1.58678506506174e-07	3	STAT4
4436	3.65780679691759e-08	-0.374449627853013	0.72	0.681	1.86865626906328e-07	3	SOD1
4437	3.99147877446909e-08	-0.322565979675839	0.043	0.223	2.03332970625486e-07	3	TMEM204
